sclk_string value valerr
3/0632916847.06919 4.635062596256656 0.12298762020392447
3/0632916847.59348 0.3113859979516808 0.018898207359663174
3/0632916848.46241 0.9242249537148362 0.056320859634763715
3/0632916849.33134 1.1598468949339154 0.058715311257354665
3/0632916850.20027 1.342978464914265 0.06788257485787702
3/0632916851.06919 0.9082796366314019 0.04444423939163206
3/0632916851.59348 0.36463389283708164 0.012982821766983182
3/0632916852.46241 0.7414038902579797 0.04906386329977745
3/0632916853.33134 0.8887031185371694 0.06255969022087085
3/0632916854.20027 1.0253658459054218 0.05487682408745201
3/0632916855.06919 0.6789802102151794 0.0481347563890833
3/0632916855.59348 0.6191519494963775 0.0338697357693577
3/0632916856.46241 0.8268138301879048 0.06411531007005894
3/0632916857.33134 1.0865066007933772 0.07714818380591512
3/0632916858.20027 0.6089848344701627 0.05273077260775094
3/0632916859.06919 0.6405549103495076 0.05718831504342105
3/0632916859.59348 0.8367195744050073 0.059387016713136356
3/0632916860.46241 0.6592812607211536 0.052149541384972624
3/0632916861.33134 0.32553306377424285 0.01708045540912187
3/0632916862.20027 0.5512992303504136 0.04681526792396773
3/0632916863.06919 0.4355890949855544 0.016999341700391378
3/0632916863.59348 0.3620211564121546 0.008698143194359596
3/0632916864.46241 0.37034224107972025 0.01607917010719183
3/0632916865.33134 0.8824675002643426 0.023586064526051078
3/0632916866.20027 0.6281656689334291 0.035824001964940455
3/0632916867.06919 0.5691705048717344 0.030532445421502685
3/0632916867.59348 0.9956221683781559 0.03708431764926482
3/0632916868.46241 0.6899643127571563 0.015308279149448668
3/0632916869.33134 0.8773165874657994 0.027914319752449998
3/0632916870.20027 0.427696846554433 0.005006691455162879
3/0632916871.06919 0.5190556550592439 0.02275634821202734
3/0632916871.59348 0.2668426903670389 0.019964687541836192
3/0632916872.46241 0.4904582060366369 0.007597299911706128
3/0632916873.33134 0.23941839802151077 0.01637017610932316
3/0632916874.20027 0.9778728607382339 0.04121239823481385
3/0632916875.06919 1.0543179895949615 0.053801544333292456
3/0632916875.59348 0.8611428759146565 0.05608928163427469
3/0632916876.46241 0.9349739028199313 0.03449390026401137
3/0632916877.33134 0.3693470604534188 0.012165064495176738
3/0632916878.20027 0.36261639756072833 0.01115221871045671
3/0632916879.06919 1.1483415194032955 0.04781158949038613
3/0632916879.59348 0.559911694639101 0.039847550374244194
3/0632916880.46241 0.7577387491348326 0.013410754015530197
3/0632916881.33134 1.4970015452887113 0.07348147421568402
3/0632916882.20027 1.757515909212875 0.07295263911641736
3/0632916883.06919 1.2512929663749812 0.07497325700793071
3/0632916883.59348 1.6003483001152836 0.09517547603691984
3/0632916884.46241 1.0784952751912433 0.036217017133540516
3/0632916885.33134 1.6140257758357677 0.09903427639490131
3/0632916886.20027 1.3993695198933498 0.07892556086693155
3/0632916887.06919 0.9016268613660796 0.05125377798688354
3/0632916887.59348 0.6238894586189783 0.032595227474518006
3/0632916888.46241 0.42857256115471143 0.01116633599912492
3/0632916889.33134 0.509368159718893 0.025474168085468162
