sclk_string value valerr
3/0632916847.06919 -0.1609104722738266 -0.012760447338223457
3/0632916847.59348 0.1422622948884964 0.009203850291669369
3/0632916848.46241 0.12744185328483582 0.009913229383528233
3/0632916849.33134 0.14522124826908112 0.00845346599817276
3/0632916850.20027 0.13383924961090088 0.008775453083217144
3/0632916851.06919 0.1459248661994934 0.008508452214300632
3/0632916851.59348 0.14587484300136566 0.008035613223910332
3/0632916852.46241 0.148385152220726 0.007945368066430092
3/0632916853.33134 0.1412106156349182 0.007169786375015974
3/0632916854.20027 0.1503748744726181 0.00772526441141963
3/0632916855.06919 0.1538294106721878 0.0066984305158257484
3/0632916855.59348 0.13739055395126343 0.00660362234339118
3/0632916856.46241 0.1371486335992813 0.006024220027029514
3/0632916857.33134 0.14335185289382935 0.0075598000548779964
3/0632916858.20027 0.13567519187927246 0.006635094527155161
3/0632916859.06919 0.1277429461479187 0.0057725366204977036
3/0632916859.59348 0.12920217216014862 0.0060821762308478355
3/0632916860.46241 0.13073484599590302 0.006789675913751125
3/0632916861.33134 0.13177768886089325 0.007000701501965523
3/0632916862.20027 0.14255964756011963 0.007616848219186068
3/0632916863.06919 0.1242823451757431 0.006517857313156128
3/0632916863.59348 0.12847982347011566 0.0070177107118070126
3/0632916864.46241 0.13199545443058014 0.009632639586925507
3/0632916865.33134 0.12317679822444916 0.008549208752810955
3/0632916866.20027 0.15297982096672058 0.01258157379925251
3/0632916867.06919 0.1271088421344757 0.00889846496284008
3/0632916867.59348 0.12043268978595734 0.0059739393182098866
3/0632916868.46241 0.1440688818693161 0.007717134431004524
3/0632916869.33134 0.11696788668632507 0.006058298982679844
3/0632916870.20027 0.1209188774228096 0.0056932223960757256
3/0632916871.06919 0.11736505478620529 0.004895007703453302
3/0632916871.59348 0.1427045464515686 0.006393099669367075
3/0632916872.46241 0.13243752717971802 0.006273088976740837
3/0632916873.33134 0.1357855349779129 0.007606656290590763
3/0632916874.20027 0.14477494359016418 0.00917060300707817
3/0632916875.06919 0.14147044718265533 0.006029902957379818
3/0632916875.59348 0.12145863473415375 0.005117078777402639
3/0632916876.46241 0.1254088580608368 0.005509968381375074
3/0632916877.33134 0.11812333762645721 0.005118174012750387
3/0632916878.20027 0.11537521332502365 0.0051131704822182655
3/0632916879.06919 0.11246675252914429 0.004525050986558199
3/0632916879.59348 0.10921391099691391 0.0046456982381641865
3/0632916880.46241 0.12325333803892136 0.007647247519344091
3/0632916881.33134 0.09289781749248505 0.005845436826348305
3/0632916882.20027 0.15479649603366852 0.011451891623437405
3/0632916883.06919 0.11451046168804169 0.008159060962498188
3/0632916883.59348 0.10143554210662842 0.006950389128178358
3/0632916884.46241 0.07794924080371857 0.005165544338524342
3/0632916885.33134 0.07669436931610107 0.004975579679012299
3/0632916886.20027 0.09716292470693588 0.0067021590657532215
3/0632916887.06919 0.10652036219835281 0.006425528787076473
3/0632916887.59348 0.10461650043725967 0.005224025342613459
3/0632916888.46241 0.10606417059898376 0.005157954059541225
3/0632916889.33134 0.09835940599441528 0.004015124868601561
3/0632916890.20027 0.11685159057378769 0.0046566263772547245
3/0632916891.06919 0.0998990535736084 0.004186004400253296
3/0632916891.59348 0.09286940097808838 0.00370033853687346
3/0632916892.46241 0.09869100153446198 0.0039275758899748325
3/0632916893.33134 0.09035986661911011 0.0038163287099450827
3/0632916894.20027 0.0946161076426506 0.003486625151708722
3/0632916895.06919 0.09297215938568115 0.003528367029502988
3/0632916895.59348 0.09694145619869232 0.003724082140251994
3/0632916896.46241 0.10559933632612228 0.004328403156250715
3/0632916897.33134 0.09934895485639572 0.004115221556276083
3/0632916898.20027 0.09978567808866501 0.003771507181227207
3/0632916899.06919 0.09541752934455872 0.003799990052357316
3/0632916899.59348 0.10538870096206665 0.004195026122033596
3/0632916900.46241 0.09775840491056442 0.0036846438888460398
3/0632916901.33134 0.09701908379793167 0.0037068689707666636
3/0632916902.20027 0.10208125412464142 0.003679919522255659
3/0632916903.06919 0.09549695253372192 0.0038608447648584843
3/0632916903.52795 0.0985717624425888 0.00355600006878376
3/0632916904.39687 0.09511057287454605 0.003929647617042065
3/0632916905.26580 0.09601076692342758 0.0038919115904718637
3/0632916906.13473 0.0897877961397171 0.0038936373312026262
3/0632916907.00366 0.0967617779970169 0.004104642663151026
3/0632916907.52795 0.09513722360134125 0.0036810634192079306
3/0632916908.39687 0.09797287732362747 0.003820614656433463
3/0632916909.26580 0.09607888013124466 0.003845960134640336
3/0632916910.13473 0.09743601083755493 0.004028813447803259
3/0632916911.00366 0.0920388475060463 0.00374388019554317
3/0632916911.52795 0.09659963846206665 0.0036947326734662056
3/0632916912.39687 0.09568250179290771 0.004200580529868603
3/0632916913.26580 0.10538505762815475 0.004710713401436806
3/0632916914.13473 0.10114321857690811 0.004116037394851446
3/0632916915.00366 0.10653729736804962 0.004810641054064035
3/0632916915.52795 0.0995364710688591 0.004344434943050146
3/0632916916.39687 0.09836027771234512 0.003987923730164766
3/0632916917.26580 0.10180507600307465 0.00506062526255846
3/0632916918.13473 0.10951968282461166 0.005230783484876156
3/0632916919.00366 0.08405957370996475 0.0032076353672891855
3/0632916919.52795 0.10094175487756729 0.0044505600817501545
3/0632916920.39687 0.10230846703052521 0.004662049002945423
3/0632916921.26580 0.09481535851955414 0.003957534674555063
3/0632916922.13473 0.10785149037837982 0.0045578195713460445
3/0632916923.00366 0.09840437769889832 0.0049913423135876656
3/0632916923.52795 0.11464019119739532 0.0049054441042244434
3/0632916924.39687 0.11513125151395798 0.0048567987978458405
3/0632916925.26580 0.08941764384508133 0.003918942995369434
3/0632916926.13473 0.10293100774288177 0.004398952703922987
3/0632916927.00366 0.09904613345861435 0.004281003028154373
3/0632916927.52795 0.108352892100811 0.003677119966596365
3/0632916928.39687 0.1231609582901001 0.004099736455827951
3/0632916929.26580 0.11494331806898117 0.004438459873199463
3/0632916930.13473 0.12877067923545837 0.004190405830740929
3/0632916931.00366 0.12068469822406769 0.004924125038087368
3/0632916931.52795 0.10472897440195084 0.004000150598585606
3/0632916932.39687 0.11506831645965576 0.004121717996895313
3/0632916933.26580 0.10784296691417694 0.003529277164489031
3/0632916934.13473 0.11092019081115723 0.004159619566053152
3/0632916935.00366 0.10979929566383362 0.003948373720049858
3/0632916935.52795 0.1080968901515007 0.004091223236173391
